antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Overall_Severity_Overall_Medium, Water_Severity_Water_Low",Air_Severity_Air_High,0.25,0.4,0.155,0.62,1.5499999999999998,1.0,0.05499999999999999,1.5789473684210527,0.47311827956989244,0.31313131313131315,0.36666666666666664,0.5037499999999999
"Air_Severity_Air_High, Energy_Consumption_Level_Low_Consumption",Energy_Recovery_Level_High_Recovery,0.155,0.335,0.08,0.5161290322580645,1.540683678382282,1.0,0.028074999999999996,1.3743333333333334,0.41531065088757396,0.1951219512195122,0.2723744845985932,0.37746750120365913
"Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium",Energy_Consumption_Level_Low_Consumption,0.155,0.335,0.08,0.5161290322580645,1.540683678382282,1.0,0.028074999999999996,1.3743333333333334,0.41531065088757396,0.1951219512195122,0.2723744845985932,0.37746750120365913
"Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium",Energy_Consumption_Level_Low_Consumption,0.165,0.335,0.085,0.5151515151515151,1.5377657168701944,1.0,0.029725,1.3715625,0.41880943994364217,0.20481927710843376,0.27090453406242876,0.38444142921754865
"Air_Severity_Air_High, Soil_Severity_Soil_Medium","Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption",0.145,0.27,0.06,0.41379310344827586,1.532567049808429,1.0,0.02085,1.2452941176470587,0.4064327485380117,0.16901408450704222,0.19697685403873402,0.31800766283524906
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low, Energy_Recovery_Level_Medium_Recovery",Water_Severity_Water_Medium,0.055,0.595,0.05,0.9090909090909092,1.5278838808250574,1.0,0.017275000000000006,4.4550000000000045,0.3656084656084657,0.08333333333333334,0.7755331088664424,0.4965622612681437
"Air_Severity_Air_Medium, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.075,0.48,0.055,0.7333333333333334,1.527777777777778,1.0,0.019000000000000003,1.9500000000000004,0.3734643734643735,0.11000000000000001,0.48717948717948734,0.4239583333333334
"Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Medium","Air_Severity_Air_Medium, Overall_Severity_Overall_Medium",0.105,0.345,0.055,0.5238095238095238,1.5182884748102141,1.0,0.018775000000000007,1.3755000000000002,0.38141188420518046,0.13924050632911394,0.27299163940385324,0.34161490683229817
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_High,0.165,0.4,0.1,0.6060606060606061,1.5151515151515151,1.0,0.034,1.523076923076923,0.40718562874251496,0.2150537634408602,0.3434343434343434,0.42803030303030304
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.08,0.455,0.055,0.6875,1.510989010989011,1.0,0.0186,1.7439999999999998,0.3675889328063241,0.11458333333333333,0.426605504587156,0.40418956043956045
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery","Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption",0.135,0.27,0.055,0.4074074074074074,1.5089163237311383,1.0,0.018549999999999997,1.231875,0.3899106673673147,0.15714285714285714,0.18822932521562655,0.3055555555555555
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery","Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption",0.135,0.27,0.055,0.4074074074074074,1.5089163237311383,1.0,0.018549999999999997,1.231875,0.3899106673673147,0.15714285714285714,0.18822932521562655,0.3055555555555555
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium",0.15,0.31,0.07,0.46666666666666673,1.5053763440860217,1.0,0.023500000000000007,1.2937500000000002,0.3949579831932774,0.17948717948717952,0.22705314009661848,0.346236559139785
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption, Overall_Severity_Overall_Medium",Water_Severity_Water_Medium,0.095,0.595,0.085,0.8947368421052632,1.5037593984962407,1.0,0.028475000000000007,3.8475000000000006,0.37016574585635365,0.14049586776859505,0.7400909681611436,0.518796992481203
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Low_Consumption",Air_Severity_Air_High,0.1,0.4,0.06,0.6,1.4999999999999998,1.0,0.01999999999999999,1.4999999999999998,0.3703703703703702,0.13636363636363635,0.33333333333333326,0.375
"Air_Severity_Air_Medium, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.11,0.67,0.11,1.0,1.4925373134328357,1.0,0.0363,inf,0.37078651685393255,0.16417910447761194,1.0,0.582089552238806
"Air_Severity_Air_Medium, Water_Severity_Water_Low, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.09,0.67,0.09,1.0,1.4925373134328357,1.0,0.029699999999999997,inf,0.3626373626373626,0.13432835820895522,1.0,0.5671641791044776
"Air_Severity_Air_Medium, Energy_Recovery_Level_Low_Recovery, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.05,0.67,0.05,1.0,1.4925373134328357,1.0,0.0165,inf,0.3473684210526316,0.07462686567164178,1.0,0.5373134328358209
"Air_Severity_Air_Medium, Energy_Consumption_Level_High_Consumption, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.05,0.67,0.05,1.0,1.4925373134328357,1.0,0.0165,inf,0.3473684210526316,0.07462686567164178,1.0,0.5373134328358209
"Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Low, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.05,0.67,0.05,1.0,1.4925373134328357,1.0,0.0165,inf,0.3473684210526316,0.07462686567164178,1.0,0.5373134328358209
"Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Energy_Recovery_Level_High_Recovery,0.12,0.335,0.06,0.5,1.4925373134328357,1.0,0.019799999999999998,1.33,0.37499999999999994,0.15189873417721517,0.24812030075187966,0.33955223880597013
"Water_Severity_Water_Medium, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Energy_Recovery_Level_High_Recovery,0.11,0.335,0.055,0.5,1.4925373134328357,1.0,0.01815,1.33,0.37078651685393255,0.14102564102564102,0.24812030075187966,0.332089552238806
"Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.085,0.395,0.05,0.5882352941176471,1.4892032762472078,1.0,0.016425000000000002,1.4692857142857143,0.3590163934426229,0.11627906976744186,0.31939718035974723,0.3574087862993299
"Air_Severity_Air_High, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.07,0.48,0.05,0.7142857142857143,1.4880952380952381,1.0,0.016399999999999998,1.82,0.35268817204301073,0.1,0.4505494505494506,0.40922619047619047
"Energy_Consumption_Level_High_Consumption, Water_Severity_Water_Medium","Air_Severity_Air_Medium, Overall_Severity_Overall_Medium",0.205,0.345,0.105,0.5121951219512195,1.484623541887593,1.0,0.034275,1.34275,0.41060197663971243,0.2359550561797753,0.2552597281698008,0.40827147401908803
"Energy_Consumption_Level_High_Consumption, Energy_Recovery_Level_High_Recovery",Water_Severity_Water_Low,0.1,0.405,0.06,0.6,1.4814814814814814,1.0,0.01949999999999999,1.4874999999999998,0.36111111111111094,0.1348314606741573,0.32773109243697474,0.37407407407407406
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low","Air_Severity_Air_Medium, Water_Severity_Water_Medium",0.15,0.27,0.06,0.4,1.4814814814814814,1.0,0.019499999999999997,1.2166666666666668,0.38235294117647056,0.16666666666666663,0.17808219178082194,0.3111111111111111
"Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption",Air_Severity_Air_High,0.085,0.4,0.05,0.5882352941176471,1.4705882352941175,1.0,0.016,1.457142857142857,0.3497267759562841,0.11494252873563218,0.3137254901960784,0.35661764705882354
"Energy_Recovery_Level_Low_Recovery, Overall_Severity_Overall_Low",Air_Severity_Air_Medium,0.075,0.455,0.05,0.6666666666666667,1.4652014652014653,1.0,0.015875,1.6350000000000002,0.3432432432432432,0.10416666666666666,0.3883792048929665,0.38827838827838834
"Air_Severity_Air_Medium, Soil_Severity_Soil_Medium",Energy_Recovery_Level_Medium_Recovery,0.145,0.33,0.07,0.48275862068965525,1.4629049111807735,1.0,0.02215000000000001,1.2953333333333334,0.370091896407686,0.17283950617283952,0.22799794132784365,0.3474399164054337
"Air_Severity_Air_Medium, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium",Energy_Recovery_Level_Medium_Recovery,0.145,0.33,0.07,0.48275862068965525,1.4629049111807735,1.0,0.02215000000000001,1.2953333333333334,0.370091896407686,0.17283950617283952,0.22799794132784365,0.3474399164054337
"Air_Severity_Air_Medium, Energy_Recovery_Level_High_Recovery","Water_Severity_Water_Low, Soil_Severity_Soil_Low",0.15,0.275,0.06,0.4,1.4545454545454546,1.0,0.018749999999999996,1.2083333333333333,0.3676470588235293,0.16438356164383558,0.1724137931034483,0.3090909090909091
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption, Energy_Recovery_Level_Low_Recovery",Air_Severity_Air_High,0.095,0.4,0.055,0.5789473684210527,1.4473684210526316,1.0,0.016999999999999994,1.425,0.3415369161225514,0.125,0.29824561403508776,0.3582236842105263
"Soil_Severity_Soil_Low, Air_Severity_Air_Low",Energy_Recovery_Level_Medium_Recovery,0.105,0.33,0.05,0.4761904761904762,1.443001443001443,1.0,0.015350000000000003,1.279090909090909,0.34301675977653634,0.12987012987012989,0.21819474058280033,0.3138528138528139
"Air_Severity_Air_Medium, Water_Severity_Water_Low, Soil_Severity_Soil_Low",Energy_Consumption_Level_High_Consumption,0.135,0.335,0.065,0.48148148148148145,1.437258153676064,1.0,0.019774999999999994,1.2825,0.3517118719430857,0.16049382716049382,0.2202729044834307,0.3377556661138751
"Air_Severity_Air_Medium, Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.08,0.48,0.055,0.6875,1.4322916666666667,1.0,0.016600000000000004,1.6640000000000001,0.32806324110671947,0.10891089108910894,0.39903846153846156,0.4010416666666667
"Energy_Consumption_Level_Medium_Consumption, Energy_Recovery_Level_Medium_Recovery","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.115,0.395,0.065,0.5652173913043478,1.430930104567969,1.0,0.019574999999999995,1.3914999999999997,0.34028683181225544,0.14606741573033707,0.2813510600071864,0.3648871766648321
"Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low, Water_Severity_Water_Low",Air_Severity_Air_Medium,0.1,0.455,0.065,0.65,1.4285714285714286,1.0,0.019499999999999997,1.557142857142857,0.33333333333333326,0.13265306122448978,0.35779816513761475,0.39642857142857146
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Medium",Air_Severity_Air_High,0.105,0.4,0.06,0.5714285714285714,1.4285714285714284,1.0,0.017999999999999995,1.4,0.3351955307262569,0.1348314606741573,0.28571428571428564,0.3607142857142857
"Air_Severity_Air_Medium, Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Low",Energy_Consumption_Level_High_Consumption,0.115,0.335,0.055,0.47826086956521735,1.4276443867618427,1.0,0.016474999999999997,1.2745833333333332,0.3384694401643553,0.13924050632911392,0.2154298790454396,0.32121998702141463
"Air_Severity_Air_High, Energy_Recovery_Level_Medium_Recovery","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.125,0.48,0.085,0.68,1.4166666666666667,1.0,0.02500000000000001,1.6250000000000002,0.3361344537815127,0.16346153846153846,0.38461538461538475,0.4285416666666667
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery",Soil_Severity_Soil_Medium,0.15,0.33,0.07,0.46666666666666673,1.4141414141414144,1.0,0.020500000000000004,1.25625,0.3445378151260505,0.17073170731707318,0.20398009950248766,0.3393939393939394
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Medium_Consumption",Air_Severity_Air_High,0.115,0.4,0.065,0.5652173913043478,1.4130434782608694,1.0,0.018999999999999996,1.38,0.3302911777488048,0.14444444444444446,0.2753623188405796,0.3638586956521739
"Overall_Severity_Overall_Medium, Water_Severity_Water_Low, Soil_Severity_Soil_Medium",Air_Severity_Air_High,0.115,0.4,0.065,0.5652173913043478,1.4130434782608694,1.0,0.018999999999999996,1.38,0.3302911777488048,0.14444444444444446,0.2753623188405796,0.3638586956521739
"Water_Severity_Water_Low, Soil_Severity_Soil_Low, Overall_Severity_Overall_Low",Air_Severity_Air_Medium,0.14,0.455,0.09,0.6428571428571428,1.4128728414442697,1.0,0.02629999999999999,1.5259999999999996,0.33979328165374667,0.1782178217821782,0.34469200524246385,0.4203296703296703
"Energy_Recovery_Level_Medium_Recovery, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.155,0.595,0.13,0.8387096774193549,1.4095960965031176,1.0,0.037775,2.5110000000000006,0.3438780154756486,0.20967741935483872,0.601752289924333,0.528598536188669
"Energy_Consumption_Level_High_Consumption, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.085,0.67,0.08,0.9411764705882353,1.404741000877963,1.0,0.023049999999999994,5.609999999999998,0.3148907103825136,0.11851851851851851,0.8217468805704099,0.530289727831431
"Energy_Consumption_Level_High_Consumption, Water_Severity_Water_Medium",Energy_Recovery_Level_Medium_Recovery,0.205,0.33,0.095,0.4634146341463415,1.4042867701404287,1.0,0.02735,1.2486363636363633,0.36213174445547824,0.21590909090909088,0.1991263196214052,0.37564671101256464
"Water_Severity_Water_Medium, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_High,0.125,0.4,0.07,0.56,1.4000000000000001,1.0,0.020000000000000004,1.3636363636363638,0.326530612244898,0.15384615384615385,0.2666666666666667,0.36750000000000005
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_High_Consumption",Air_Severity_Air_Medium,0.11,0.455,0.07,0.6363636363636365,1.3986013986013988,1.0,0.019950000000000002,1.4987500000000002,0.3202247191011236,0.1414141414141414,0.3327773144286908,0.39510489510489516
"Energy_Recovery_Level_Medium_Recovery, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Medium",Air_Severity_Air_Medium,0.11,0.455,0.07,0.6363636363636365,1.3986013986013988,1.0,0.019950000000000002,1.4987500000000002,0.3202247191011236,0.1414141414141414,0.3327773144286908,0.39510489510489516
"Water_Severity_Water_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Energy_Recovery_Level_Medium_Recovery,0.13,0.33,0.06,0.4615384615384615,1.3986013986013985,1.0,0.017099999999999997,1.244285714285714,0.3275862068965517,0.15,0.19632606199770375,0.32167832167832167
"Energy_Recovery_Level_High_Recovery, Energy_Consumption_Level_Low_Consumption","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.145,0.395,0.08,0.5517241379310346,1.396769969445657,1.0,0.022725000000000002,1.3496153846153849,0.33223684210526316,0.17391304347826086,0.25904816186947865,0.3771278917503274
"Overall_Severity_Overall_Medium, Water_Severity_Water_Low",Soil_Severity_Soil_Medium,0.25,0.33,0.115,0.46,1.393939393939394,1.0,0.0325,1.2407407407407405,0.37681159420289856,0.24731182795698922,0.1940298507462687,0.4042424242424243
"Energy_Recovery_Level_Low_Recovery, Overall_Severity_Overall_Low",Soil_Severity_Soil_Low,0.075,0.67,0.07,0.9333333333333335,1.3930348258706469,1.0,0.019750000000000004,4.950000000000009,0.305019305019305,0.1037037037037037,0.7979797979797983,0.518905472636816
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Low_Consumption","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.1,0.395,0.055,0.5499999999999999,1.3924050632911391,1.0,0.015499999999999993,1.344444444444444,0.313131313131313,0.125,0.2561983471074379,0.3446202531645569
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption, Water_Severity_Water_Medium",Energy_Recovery_Level_Medium_Recovery,0.185,0.33,0.085,0.4594594594594595,1.3923013923013923,1.0,0.023950000000000006,1.2394999999999998,0.34572356549981964,0.19767441860465118,0.19322307382008877,0.3585176085176085
"Air_Severity_Air_High, Energy_Recovery_Level_Medium_Recovery","Water_Severity_Water_Medium, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.125,0.345,0.06,0.48,1.391304347826087,1.0,0.016875,1.2596153846153846,0.32142857142857145,0.14634146341463414,0.20610687022900764,0.3269565217391304
"Air_Severity_Air_High, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.24,0.48,0.16,0.6666666666666667,1.388888888888889,1.0,0.044800000000000006,1.5600000000000005,0.368421052631579,0.28571428571428575,0.35897435897435914,0.5
"Air_Severity_Air_High, Energy_Consumption_Level_Medium_Consumption","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.15,0.48,0.1,0.6666666666666667,1.388888888888889,1.0,0.02800000000000001,1.5600000000000005,0.32941176470588246,0.18867924528301888,0.35897435897435914,0.43750000000000006
"Air_Severity_Air_High, Energy_Recovery_Level_Medium_Recovery, Water_Severity_Water_Medium","Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.09,0.48,0.06,0.6666666666666666,1.3888888888888888,1.0,0.016800000000000002,1.5599999999999998,0.3076923076923077,0.11764705882352941,0.3589743589743589,0.3958333333333333
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption",Air_Severity_Air_High,0.27,0.4,0.15,0.5555555555555555,1.3888888888888886,1.0,0.04199999999999998,1.3499999999999996,0.38356164383561625,0.28846153846153844,0.2592592592592591,0.4652777777777777
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption",Air_Severity_Air_High,0.27,0.4,0.15,0.5555555555555555,1.3888888888888886,1.0,0.04199999999999998,1.3499999999999996,0.38356164383561625,0.28846153846153844,0.2592592592592591,0.4652777777777777
